paper name,abstract,keywords,link,year
New robust dynamic plots for regression mixture detection,"The forward search is a powerful general method for detecting multiple masked outliers and for determining their effect on inferences about models fitted to data. From the monitoring of a series of statistics based on subsets of data of increasing size we obtain multiple views of any hidden structure. One of the problems of the forward search has always been the lack of an automatic link among the great variety of plots which are monitored. Usually it happens that a lot of interesting features emerge unexpectedly during the progression of the forward search only when a specific combination of forward plots is inspected at the same time. Thus, the analyst should be able to interact with the plots and redefine or refine the links among them. In the absence of dynamic linking and interaction tools, the analyst risks to miss relevant hidden information. In this paper we fill this gap and provide the user with a set of new robust graphical tools whose power will be demonstrated on several regression problems. Through the analysis of real and simulated data we give a series of examples where dynamic interaction with different “robust plots” is used to highlight the presence of groups of outliers and regression mixtures and appraise the effect that these hidden groups exert on the fitted model.","Forward search, Robustness, Exploratory data analysis, Data visualization, Statistical graphics, Brushing and linking",https://link.springer.com//article/10.1007/s11634-009-0050-y,1163
Temporally adaptive estimation of logistic classifiers on data streams,"Modern technology has allowed real-time data collection in a variety of domains, ranging from environmental monitoring to healthcare. Consequently, there is a growing need for algorithms capable of performing inferential tasks in an online manner, continuously revising their estimates to reflect the current status of the underlying process. In particular, we are interested in constructing online and temporally adaptive classifiers capable of handling the possibly drifting decision boundaries arising in streaming environments. We first make a quadratic approximation to the log-likelihood that yields a recursive algorithm for fitting logistic regression online. We then suggest a novel way of equipping this framework with self-tuning forgetting factors. The resulting scheme is capable of tracking changes in the underlying probability distribution, adapting the decision boundary appropriately and hence maintaining high classification accuracy in dynamic or unstable environments. We demonstrate the scheme’s effectiveness in both real and simulated streaming environments.","Logistic regression, Adaptive forgetting, Data streams, Classification",https://link.springer.com//article/10.1007/s11634-009-0051-x,1163
Comparison of three hypothesis testing approaches for the selection of the appropriate number of clusters of variables,"Within the scope of cluster analysis of variables, the selection of the appropriate number of clusters is of paramount interest. The strategy of determination of the appropriate number of clusters adopted herein is based on a hypothesis testing approach. It consists in testing whether the variation of a partition quality criterion between two consecutive partitions is far removed from the expected variation under the null-hypothesis stipulating a lack of structure. Three hypothesis testing strategies are detailed and compared in the scope of clustering of variables: Gap, Weighted Gap and a statistic associated with CLV methodology. Finally, an illustration is presented based on data from a preference study.","Clustering of variables, Number of clusters, Hypothesis testing approach, Gap statistic, CLV",https://link.springer.com//article/10.1007/s11634-009-0047-6,1163
Aggregation invariance in general clustering approaches,"General clustering deals with weighted objects and fuzzy memberships. We investigate the group- or object-aggregation-invariance properties possessed by the relevant functionals (effective number of groups or objects, centroids, dispersion, mutual object-group information, etc.). The classical squared Euclidean case can be generalized to non-Euclidean distances, as well as to non-linear transformations of the memberships, yielding the c-means clustering algorithm as well as two presumably new procedures, the convex and pairwise convex clustering. Cluster stability and aggregation-invariance of the optimal memberships associated to the various clustering schemes are examined as well.","Aggregation invariance, c-Means clustering, EM algorithm, Fuzzy clustering, Model-based clustering, Mutual information",https://link.springer.com//article/10.1007/s11634-009-0052-9,1163
Parsimonious cluster systems,"We introduce in this paper a new clustering structure, parsimonious cluster systems, which generalizes phylogenetic trees. We characterize it as the set of hypertrees stable under restriction and prove that this set is in bijection with a known dissimilarity model: chordal quasi-ultrametrics. We then present one possible way to graphically represent elements of this model.","Overlapping clustering, Parsimony, Phylogenetic trees, Dissimilarities",https://link.springer.com//article/10.1007/s11634-009-0046-7,1163
Comparison of alignment free string distances for complete genome phylogeny,"In this paper, we compare the accuracy of four string distances on complete genomes to reconstruct phylogenies using simulated and real biological data. These distances are based on common words shared by raw genomic sequences and do not require preliminary processing steps such as gene identification or sequence alignment. Moreover, they are computable in linear time. The first distance is based on Maximum Significant Matches (MSM). The second is computed from the frequencies of all the words of length k (KW). The third distance is based on the Average length of maximum Common Substrings at any position (ACS). The last one is based on the Ziv–Lempel compression algorithm (ZL). We describe a simulation process of evolution to generate a set of sequences having evolved according to a random tree topology T. This process allows both base substitution and fragment insertion/deletion, including horizontal transfers. The distances between the generated sequences are computed using the four formulas and the corresponding trees T′ are reconstructed using Neighbor-Joining. T and T′ are compared according to topological criteria. These comparisons show that the MSM distance outperforms the others whatever the parameters used to generate sequences. Finally, we test the MSM and KW distances on real biological data (i.e. prokaryotic complete genomes) and we compare the NJ trees to a Maximum Likelihood 16S + 23S RNA tree. We show that the MSM distance provides accurate results to study intra-phylum relationships, much better than those given by KW.","Phylogeny, String distances, Complete bacterial genomes",https://link.springer.com//article/10.1007/s11634-009-0041-z,1163
Variable selection in model-based clustering using multilocus genotype data,"We propose a variable selection procedure in model-based clustering using multilocus genotype data. Indeed, it may happen that some loci are not relevant for clustering into statistically different populations. Inferring the number K of clusters and the relevant clustering subset S of loci is seen as a model selection problem. The competing models are compared using penalized maximum likelihood criteria. Under weak assumptions on the penalty function, we prove the consistency of the resulting estimator \({(\widehat{K}_n, \widehat{S}_n)}\). An associated algorithm named Mixture Model for Genotype Data (MixMoGenD) has been implemented using c++ programming language and is available on http://www.math.u-psud.fr/~toussile. To avoid an exhaustive search of the optimum model, we propose a modified Backward-Stepwise algorithm, which enables a better search of the optimum model among all possible cardinalities of S. We present numerical experiments on simulated and real datasets that highlight the interest of our loci selection procedure.","Model-based clustering, Penalized maximum likelihood criteria, Population genetics, Variable selection",https://link.springer.com//article/10.1007/s11634-009-0043-x,1163
Trimming algorithms for clustering contaminated grouped data and their robustness,"We establish an affine equivariant, constrained heteroscedastic model and criterion with trimming for clustering contaminated, grouped data. We show existence of the maximum likelihood estimator, propose a method for determining an appropriate constraint, and design a strategy for finding reasonable clusterings. We finally compute breakdown points of the estimated parameters thereby showing asymptotic robustness of the method.","Statistical clustering, Robust clustering, Trimming algorithm, Breakdown points, Heteroscedasticity, HDBT ratio",https://link.springer.com//article/10.1007/s11634-009-0044-9,1163
"On Robinsonian dissimilarities, the consecutive ones property and latent variable models","A dissimilarity measure on a set of objects is Robinsonian if its matrix can be symmetrically permuted so that its elements do not decrease when moving away from the main diagonal along any row or column. The Robinson property of a dissimilarity reflects an order of the objects. If a dissimilarity is not observed directly, it must be obtained from the data. Given that an ordinal structure is assumed to underlie the data, the dissimilarity function of choice may or may not recover the order correctly. For four dissimilarity measures for binary data it is investigated what ordinal data structure of 0s and 1s is correctly recovered. We derive sufficient conditions for the dissimilarity functions to be Robinsonian. The sufficient conditions differ with the dissimilarity measures. The paper concludes with some limitations of the study.","Dissimilarity measures, Binary data, Ordinal comparison, Pyramids, Ordered clustering systems, Weakly pseudo-hierarchies",https://link.springer.com//article/10.1007/s11634-009-0042-y,1163
Bayesian unsupervised classification framework based on stochastic partitions of data and a parallel search strategy,"Advantages of statistical model-based unsupervised classification over heuristic alternatives have been widely demonstrated in the scientific literature. However, the existing model-based approaches are often both conceptually and numerically instable for large and complex data sets. Here we consider a Bayesian model-based method for unsupervised classification of discrete valued vectors, that has certain advantages over standard solutions based on latent class models. Our theoretical formulation defines a posterior probability measure on the space of classification solutions corresponding to stochastic partitions of observed data. To efficiently explore the classification space we use a parallel search strategy based on non-reversible stochastic processes. A decision-theoretic approach is utilized to formalize the inferential process in the context of unsupervised classification. Both real and simulated data sets are used for the illustration of the discussed methods.","Bayesian classification, Markov chain Monte Carlo, Statistical learning, Stochastic optimization",https://link.springer.com//article/10.1007/s11634-009-0036-9,1163
Where are the large and difficult datasets?,"A great many comparative performance assessments of classification rules have been undertaken, ranging from small ones involving just one or two methods, to large ones involving many tens of methods. We are undertaking a meta-analytic study of these studies, attempting to distil some overall conclusions. This paper describes just one of our observations. The dataset analysed in this paper contains 5,203 error rates taken from 45 articles and describing 146 datasets. One curious general relationship which was persistent in our data, despite the fact that we were looking at results mixed between distributions rather than conditional on distributions, was that error rate decreased with increasing dataset size. We believe this to be an artefact of the way datasets are collected by the research community.","Error rate, Meta-analysis, Comparative studies, Repositories",https://link.springer.com//article/10.1007/s11634-009-0037-8,1163
Optimum simultaneous discretization with data grid models in supervised classification: a Bayesian model selection approach,"In the domain of data preparation for supervised classification, filter methods for variable ranking are time efficient. However, their intrinsic univariate limitation prevents them from detecting redundancies or constructive interactions between variables. This paper introduces a new method to automatically, rapidly and reliably extract the classificatory information of a pair of input variables. It is based on a simultaneous partitioning of the domains of each input variable, into intervals in the numerical case and into groups of categories in the categorical case. The resulting input data grid allows to quantify the joint information between the two input variables and the output variable. The best joint partitioning is searched by maximizing a Bayesian model selection criterion. Intensive experiments demonstrate the benefits of the approach, especially the significant improvement of accuracy for classification tasks.","Data preparation, Discretization, Feature selection, Model selection, Supervised classification",https://link.springer.com//article/10.1007/s11634-009-0038-7,1163
An update algorithm for restricted random walk clustering for dynamic data sets,"In this article, we present a randomized dynamic cluster algorithm for large data sets. It is based on the restricted random walk cluster algorithm by Schöll and Schöll-Paschinger that has given good results in past studies. We discuss different approaches for the clustering of dynamic data sets. In contrast to most of these methods, dynamic restricted random walk clustering is also efficient for a small percentage of changes in the data set and has the additional advantage that the updates asymptotically produce the same clusters as a reclustering with the static variant; there is thus no need for any reclustering ever. In addition, the method has a relatively low computational complexity which enables it to cluster large data sets.","Clustering, Dynamic clustering, Random walks",https://link.springer.com//article/10.1007/s11634-009-0039-6,1163
Multi-objective optimization for clustering 3-way gene expression data,"In this paper, we use the Fuzzy C-means method for clustering 3-way gene expression data via optimization of multiple objectives. A reformulation of the total clustering criterion is used to obtain an expression which has fewer variables compared to the classical FCM criterion. This transformation allows the use of a direct global optimizer in constrast to the alternating search commonly used. Gene expression data from microarray technology is generally of high dimension. The problem of empty space is known for this kind of data. We propose in this paper a transformation allowing more contrast in distances between all pairs of data samples. This, hence, increases the likelihood of detecting group structure, if any, in high dimensional datasets.","Multi-objective optimization, Clustering, Fuzzy C-means, Microarray, Gene expression data",https://link.springer.com//article/10.1007/s11634-008-0032-5,1163
A constrained-optimization based half-quadratic algorithm for robustly fitting sets of linearly parametrized curves,"We consider the problem of multiple fitting of linearly parametrized curves, that arises in many computer vision problems such as road scene analysis. Data extracted from images usually contain non-Gaussian noise and outliers, which makes classical estimation methods ineffective. In this paper, we first introduce a family of robust probability density functions which appears to be well-suited to many real-world problems. Also, such noise models are suitable for defining continuation heuristics to escape shallow local minima and their robustness is devised in terms of breakdown point. Second, the usual Iterative Reweighted Least Squares (IRLS) robust estimator is extended to the problem of robustly estimating sets of linearly parametrized curves. The resulting, non-convex optimization problem is tackled within a Lagrangian approach, leading to the so-called Simultaneous Robust Multiple Fitting (SRMF) algorithm, whose global convergence to a local minimum is proved using results from constrained optimization theory.","Non-convex problem, Constrained optimisation, Primal and dual problem, Robust estimators, Image analysis",https://link.springer.com//article/10.1007/s11634-008-0031-6,1163
About the non-convex optimization problem induced by non-positive semidefinite kernel learning,"During the last years, kernel based methods proved to be very successful for many real-world learning problems. One of the main reasons for this success is the efficiency on large data sets which is a result of the fact that kernel methods like support vector machines (SVM) are based on a convex optimization problem. Solving a new learning problem can now often be reduced to the choice of an appropriate kernel function and kernel parameters. However, it can be shown that even the most powerful kernel methods can still fail on quite simple data sets in cases where the inherent feature space induced by the used kernel function is not sufficient. In these cases, an explicit feature space transformation or detection of latent variables proved to be more successful. Since such an explicit feature construction is often not feasible for large data sets, the ultimate goal for efficient kernel learning would be the adaptive creation of new and appropriate kernel functions. It can, however, not be guaranteed that such a kernel function still leads to a convex optimization problem for Support Vector Machines. Therefore, we have to enhance the optimization core of the learning method itself before we can use it with arbitrary, i.e., non-positive semidefinite, kernel functions. This article motivates the usage of appropriate feature spaces and discusses the possible consequences leading to non-convex optimization problems. We will show that these new non-convex optimization SVM are at least as accurate as their quadratic programming counterparts on eight real-world benchmark data sets in terms of the generalization performance. They always outperform traditional approaches in terms of the original optimization problem. Additionally, the proposed algorithm is more generic than existing traditional solutions since it will also work for non-positive semidefinite or indefinite kernel functions.","Support vector machine, Kernel methods, Non-convex optimization",https://link.springer.com//article/10.1007/s11634-008-0033-4,1163
A DC programming approach for feature selection in support vector machines learning,"Feature selection consists of choosing a subset of available features that capture the relevant properties of the data. In supervised pattern classification, a good choice of features is fundamental for building compact and accurate classifiers. In this paper, we develop an efficient feature selection method using the zero-norm l0 in the context of support vector machines (SVMs). Discontinuity at the origin for l0 makes the solution of the corresponding optimization problem difficult to solve. To overcome this drawback, we use a robust DC (difference of convex functions) programming approach which is a general framework for non-convex continuous optimisation. We consider an appropriate continuous approximation to l0 such that the resulting problem can be formulated as a DC program. Our DC algorithm (DCA) has a finite convergence and requires solving one linear program at each iteration. Computational experiments on standard datasets including challenging feature-selection problems of the NIPS 2003 feature selection challenge and gene selection for cancer classification show that the proposed method is promising: while it suppresses up to more than 99% of the features, it can provide a good classification. Moreover, the comparative results illustrate the superiority of the proposed approach over standard methods such as classical SVMs and feature selection concave.","Feature selection, SVM, Nonconvex optimisation, DC programming, DCA",https://link.springer.com//article/10.1007/s11634-008-0030-7,1163
Transfer distance between partitions,"The comparison of partitions is a central topic in clustering, as well as when comparing partitioning algorithms or when classifying nominal variables. In this paper, we deal with the transfer distance between partitions, defined as the minimum number of transfers of one element from its class to another (possibly empty) necessary to turn one partition into the other one. After reviewing some theoretical results about this distance, we analyse its behaviour by an experimental study in order to make its interpretation easier.","Partition, Distance, Clustering, Transfer graph, Centrality",https://link.springer.com//article/10.1007/s11634-008-0029-0,1163
Generalized marginal homogeneity model and its relation to marginal equimoments for square contingency tables with ordered categories,"For square contingency tables with ordered categories, Tomizawa (Calcutta Stat Assoc Bull 43:123–125, 1993a; Sankhyā Ser B 60:293–300, 1998) gave theorems that the marginal homogeneity (MH) model is equivalent to certain two or three models holding simultaneously. This paper proposes a generalized MH model, which describes a structure of the odds that an observation will fall in row category i or below and column category i + 1 or above, instead of in column category i or below and row category i + 1 or above. In addition, this paper gives the theorems that the MH model is equivalent to the generalized MH model and some models holding simultaneously whose each indicates: (1) the equality of m-order moment of row and column variables, (2) the equality of skewness of them and (3) the equality of kurtosis of them. When the MH model fits the data poorly, these may be useful for seeing the reason for the poor fit; for instance, the poor fit of the MH model is caused by the poor fit of the equality of row and column means rather than the generalized MH model. Examples are given.","Generalized marginal homogeneity, Kurtosis, Marginal homogeneity, Moment, Ordered category, Skewness, Square contingency table",https://link.springer.com//article/10.1007/s11634-008-0028-1,1163
Fitting semiparametric clustering models to dissimilarity data,"The cluster analysis problem of partitioning a set of objects from dissimilarity data is here handled with the statistical model-based approach of fitting the “closest” classification matrix to the observed dissimilarities. A classification matrix represents a clustering structure expressed in terms of dissimilarities. In cluster analysis there is a lack of methodologies widely used to directly partition a set of objects from dissimilarity data. In real applications, a hierarchical clustering algorithm is applied on dissimilarities and subsequently a partition is chosen by visual inspection of the dendrogram. Alternatively, a “tandem analysis” is used by first applying a Multidimensional Scaling (MDS) algorithm and then by using a partitioning algorithm such as k-means applied on the dimensions specified by the MDS. However, neither the hierarchical clustering algorithms nor the tandem analysis is specifically defined to solve the statistical problem of fitting the closest partition to the observed dissimilarities. This lack of appropriate methodologies motivates this paper, in particular, the introduction and the study of three new object partitioning models for dissimilarity data, their estimation via least-squares and the introduction of three new fast algorithms.","Cluster analysis, Partitions, Semiparametric clustering models, LS-estimation",https://link.springer.com//article/10.1007/s11634-008-0025-4,1163
"On multi-way metricity, minimality and diagonal planes","Validity of the triangle inequality and minimality, both axioms for two-way dissimilarities, ensures that a two-way dissimilarity is nonnegative and symmetric. Three-way generalizations of the triangle inequality and minimality from the literature are reviewed and it is investigated what forms of symmetry and nonnegativity are implied by the three-way axioms. A special form of three-way symmetry that can be deduced is equality of the diagonal planes of the three-dimensional cube. Furthermore, it is studied what diagonal plane equalities hold for the four-dimensional tesseract.","Diagonal plane equality, Tetrahedron inequality, Multi-way symmetry, Three-way block, Tesseract, Multi-way dissimilarity",https://link.springer.com//article/10.1007/s11634-008-0026-3,1163
Cluster analysis of census data using the symbolic data approach,"The aim of this paper is to investigate the economic specialization of the Italian local labor systems (sets of contiguous municipalities with a high degree of self-containment of daily commuter travel) by using the Symbolic Data approach, on the basis of data derived from the Census of Industrial and Service Activities. Specifically, the economic structure of a local labor system (LLS) is described by an interval-type variable, a special symbolic data type that allows for the fact that all municipalities within the same LLS do not have the same economic structure.","Symbolic data analysis, Local labor systems, Interval variables",https://link.springer.com//article/10.1007/s11634-008-0024-5,1163
Multiple taxicab correspondence analysis,"We compare the statistical analysis of multidimensional contingency tables by multiple correspondence analysis (MCA) and multiple taxicab correspondence analysis (MTCA). We will show in this paper: First, MTCA and MCA can produce different results. Second, taxicab correspondence analysis of a Burt table is equivalent to centroid correspondence analysis of the indicator matrix. Third, along the first principal axis, the projected response patterns in MTCA will be clustered and the number of cluster points is less than or equal to 1+ the number of variables. Fourth, visual maps produced by MTCA seem to be clearer and more readable in the presence of rarely occurring categories of the variables than the graphical displays produced by MCA. Two well known data sets are analyzed.","Indicator matrix, Burt table, Correspondence analysis, Taxicab decomposition, Centroid decomposition",https://link.springer.com//article/10.1007/s11634-008-0023-6,1163
Interpolation of spatial and spatio-temporal Gaussian fields using Gaussian Markov random fields,"This paper considers interpolation on a lattice of covariance-based Gaussian Random Field models (Geostatistics models) using Gaussian Markov Random Fields (GMRFs) (conditional autoregression models). Two methods for estimating the GMRF parameters are considered. One generalises maximum likelihood for complete data, and the other ensures a better correspondence between fitted and theoretical correlations for higher lags. The methods can be used both for spatial and spatio-temporal data. Some different cross-validation methods for model choice are compared. The predictive ability of the GMRF is demonstrated by a simulation study, and an example using a real image is considered.","Gaussian Markov random fields, Geostatistics, Interpolation, Inverse correlations, Kriging, Spatio-temporal processes",https://link.springer.com//article/10.1007/s11634-008-0019-2,1163
Two local dissimilarity measures for weighted graphs with application to protein interaction networks,"We extend the Czekanowski-Dice dissimilarity measure, classically used to cluster the vertices of unweighted graphs, to weighted ones. The first proposed formula corresponds to edges weighted by a probability of existence. The second one is adapted to edges weighted by intensity or strength. We show on simulated graphs that the class identification process is improved by computing weighted compared to unweighted edges. Finally, an application to a drosophila protein network illustrates the fact that using these new formulas improves the ’biological accuracy’ of partitioning.","Graph distance, Graph partitioning, Heuristic optimisation, Biological networks",https://link.springer.com//article/10.1007/s11634-008-0018-3,1163
SVM-Maj: a majorization approach to linear support vector machines with different hinge errors,"Support vector machines (SVM) are becoming increasingly popular for the prediction of a binary dependent variable. SVMs perform very well with respect to competing techniques. Often, the solution of an SVM is obtained by switching to the dual. In this paper, we stick to the primal support vector machine problem, study its effective aspects, and propose varieties of convex loss functions such as the standard for SVM with the absolute hinge error as well as the quadratic hinge and the Huber hinge errors. We present an iterative majorization algorithm that minimizes each of the adaptations. In addition, we show that many of the features of an SVM are also obtained by an optimal scaling approach to regression. We illustrate this with an example from the literature and do a comparison of different methods on several empirical data sets.","Support vector machines, Iterative majorization, Absolute hinge error, Quadratic hinge error, Huber hinge error, Optimal scaling",https://link.springer.com//article/10.1007/s11634-008-0020-9,1163
Plastic card fraud detection using peer group analysis,"Peer group analysis is an unsupervised method for monitoring behaviour over time. In the context of plastic card fraud detection, this technique can be used to find anomalous transactions. These are transactions that deviate strongly from their peer group and are flagged as potentially fraudulent. Time alignment, the quality of the peer groups and the timeliness of assigning fraud flags to transactions are described. We demonstrate the ability to detect fraud using peer groups with real credit card transaction data and define a novel method for evaluating performance.","Fraud detection, Outlier detection, Peer groups",https://link.springer.com//article/10.1007/s11634-008-0021-8,1163
Generalized constrained co-inertia analysis,"In this paper a method for generalized constrained co-inertia analysis is proposed. This approach is based on a suitable decomposition of each set of variables which incorporates external information on both rows and columns of data matrices. These external information are incorporated in the analysis in order to improve the interpretability of the phenomenon under investigation. Once both matrices are decomposed according to the external information, we propose to apply the co-inertia analysis to any pair of obtainable submatrices in order to study relationships between them. A variety of existing and new extensions of COA are then realized. According to the nature of the data, this approach subsumes also several generalized constrained methods proposed in literature. An example is given to illustrate the proposed method.","External information, Constrained principal component analysis, Co-inertia analysis, Generalized singular value decomposition",https://link.springer.com//article/10.1007/s11634-008-0017-4,1163
Discrimination with jointly equicorrelated multi-level multivariate data,"In this article we study a linear as well as a quadratic discriminant function for multi-level multivariate repeated measurement data under the assumption of multivariate normality. We assume that the m-variate observations have jointly equicorrelated covariance structure in addition to a Kronecker product structure on the mean vector. The new discriminant functions are very effective in discriminating individuals when the number of observations is very small. The proposed classification rules are demonstrated on a real data set. The error rates of the proposed classification rules are found to be much less than the error rates of the traditional classification rules, when in fact the traditional classification rules fail most of the time owing to the small sample sizes.","Classification rule, Jointly equicorrelated covariance structure, Multivariate repeated measures data, Maximum likelihood estimates",https://link.springer.com//article/10.1007/s11634-007-0013-0,1163
A global algorithm to estimate the expectations of the components of an observed univariate mixture,"This paper deals with the unsupervised classification of univariate observations. Given a set of observations originating from a K-component mixture, we focus on the estimation of the component expectations. We propose an algorithm based on the minimization of the “K-product” (KP) criterion we introduced in a previous work. We show that the global minimum of this criterion can be reached by first solving a linear system then calculating the roots of some polynomial of order K. The KP global minimum provides a first raw estimate of the component expectations, then a nearest-neighbour classification enables to refine this estimation. Our method’s relevance is finally illustrated through simulations of various mixtures. When the mixture components do not strongly overlap, the KP algorithm provides better estimates than the Expectation-Maximization algorithm.","Univariate mixture, Component expectations estimation, Unsupervised classification",https://link.springer.com//article/10.1007/s11634-007-0014-z,1163
Lambda pruning: an approximation of the string subsequence kernel for practical SVM classification and redundancy clustering,"The support vector machine (SVM) is a powerful learning algorithm, e.g., for classification and clustering tasks, that works even for complex data structures such as strings, trees, lists and general graphs. It is based on the usage of a kernel function for measuring scalar products between data units. For analyzing string data Lodhi et al. (J Mach Learn Res 2:419–444, 2002) have introduced a String Subsequence kernel (SSK). In this paper we propose an approximation to SSK based on dropping higher orders terms (i.e., subsequences which are spread out more than a certain threshold) that reduces the computational burden of SSK. As we are also concerned with practical application of complex kernels with high computational complexity and memory consumption, we provide an empirical model to predict runtime and memory of the approximation as well as the original SSK, based on easily measurable properties of input data. We provide extensive results on the properties of the proposed approximation, SSK-LP, with respect to prediction accuracy, runtime and memory consumption. Using some real-life datasets of text mining tasks, we show that models based on SSK and SSK-LP perform similarly for a set of real-life learning tasks, and that the empirical runtime model is also useful in roughly determining total learning time for a SVM using either kernel.","Machine learning, Kernel methods, String kernels, Runtime estimation, Memory consumption estimation",https://link.springer.com//article/10.1007/s11634-007-0012-1,1163
A recursive partitioning tool for interval prediction,"The traditional approach to regression trees involves partitioning the space of predictor variables into subsets that optimise a function of the response variable(s), and then predicting future response values by a single-valued summary statistic in each subset. Our belief is that a prediction interval is of greater practical use than a predictive value, and that the criterion for the partitioning should be based on such intervals rather than on single values. We define four potential criteria in the case of a single response variable, discuss computational aspects of producing the partition, evaluate the criteria on both real and simulated data, and draw some tentative conclusions about their relative efficacies. The methodology is extended to the case of multiple response variables, and its viability is demonstrated by application to some further real data. The possibility of fitting distributions to within-subsets data is discussed, and some potential extensions are briefly outlined.","Binary splitting, CART, Clustering, Criterion optimisation, Multivariate response variable, Prediction intervals, Regression trees",https://link.springer.com//article/10.1007/s11634-007-0015-y,1163
Classification in music research,"Since a few years, classification in music research is a very broad and quickly growing field. Most important for adequate classification is the knowledge of adequate observable or deduced features on the basis of which meaningful groups or classes can be distinguished. Unsupervised classification additionally needs an adequate similarity or distance measure grouping is to be based upon. Evaluation of supervised learning is typically based on the error rates of the classification rules. In this paper we first discuss typical problems and possible influential features derived from signal analysis, mental mechanisms or concepts, and compositional structure. Then, we present typical solutions of such tasks related to music research, namely for organization of music collections, transcription of music signals, cognitive psychology of music, and compositional structure analysis.","Classification in musicology, Automatic transcription, Music psychology, Organization of music collections, Compositional structure analysis",https://link.springer.com//article/10.1007/s11634-007-0016-x,1163
Fuzzy clustering based on nonconvex optimisation approaches using difference of convex (DC) functions algorithms,"We present a fast and robust nonconvex optimization approach for Fuzzy C-Means (FCM) clustering model. Our approach is based on DC (Difference of Convex functions) programming and DCA (DC Algorithms) that have been successfully applied in various fields of applied sciences, including Machine Learning. The FCM model is reformulated in the form of three equivalent DC programs for which different DCA schemes are investigated. For accelerating the DCA, an alternative FCM-DCA procedure is developed. Experimental results on several real world problems that include microarray data illustrate the effectiveness of the proposed algorithms and their superiority over the standard FCM algorithm, with respect to both running-time and accuracy of solutions.","Fuzzy clustering, Nonconvex optimization, DC programming, DCA",https://link.springer.com//article/10.1007/s11634-007-0011-2,1163
Variable selection in discriminant analysis based on the location model for mixed variables,"Non-parametric smoothing of the location model is a potential basis for discriminating between groups of objects using mixtures of continuous and categorical variables simultaneously. However, it may lead to unreliable estimates of parameters when too many variables are involved. This paper proposes a method for performing variable selection on the basis of distance between groups as measured by smoothed Kullback–Leibler divergence. Searching strategies using forward, backward and stepwise selections are outlined, and corresponding stopping rules derived from asymptotic distributional results are proposed. Results from a Monte Carlo study demonstrate the feasibility of the method. Examples on real data show that the method is generally competitive with, and sometimes is better than, other existing classification methods.","Brier score, Cross-validation, Discriminant analysis, Error rate, Kullback-Leibler divergence, Location model, Non-parametric smoothing procedures, Variable selection",https://link.springer.com//article/10.1007/s11634-007-0009-9,1163
Fast calibrations of the forward search for testing multiple outliers in regression,"The paper considers the problem of testing for multiple outliers in a regression model and provides fast approximations to the null distribution of the minimum deletion residual used as a test statistic. Since direct simulation of each combination of number of observations and number of parameters is too time consuming, methods using simple normal samples are described for approximating the pointwise distribution of the test statistic. One approximation is based on adjustments to the results of simple simulations. The other uses properties of order statistics from folded t distributions to move outside the significance levels available by simulation. Analyses of data with beta errors and of transformed data on survival times demonstrate the usefulness in graphical methods of the inclusion of our bounds.","Beta-distributed errors, Deletion residual, Multiple outliers, Order statistics, Robust methods, Truncated t distribution",https://link.springer.com//article/10.1007/s11634-007-0007-y,1163
Convex ordering criteria for Lévy processes,"Modelling financial and insurance time series with Lévy processes or with exponential Lévy processes is a relevant actual practice and an active area of research. It allows qualitatively and quantitatively good adaptation to the empirical statistical properties of asset returns. Due to model incompleteness it is a problem of considerable interest to determine the dependence of option prices in these models on the choice of pricing measures and to establish nontrivial price bounds. In this paper we review and extend ordering results of stochastic and convex type for this class of models. We also extend the ordering results to processes with independent increments (PII) and present several examples and applications as to α-stable processes, NIG-processes, GH-distributions, and others. Criteria are given for the Lévy measures which imply corresponding comparison results for European type options in (exponential) Lévy models.","Convex ordering, Lévy measure, Lévy process",https://link.springer.com//article/10.1007/s11634-007-0008-x,1163
Adaptive dissimilarity index for measuring time series proximity,"The most widely used measures of time series proximity are the Euclidean distance and dynamic time warping. The latter can be derived from the distance introduced by Maurice Fréchet in 1906 to account for the proximity between curves. The major limitation of these proximity measures is that they are based on the closeness of the values regardless of the similarity w.r.t. the growth behavior of the time series. To alleviate this drawback we propose a new dissimilarity index, based on an automatic adaptive tuning function, to include both proximity measures w.r.t. values and w.r.t. behavior. A comparative numerical analysis between the proposed index and the classical distance measures is performed on the basis of two datasets: a synthetic dataset and a dataset from a public health study.","Classification, Time Series, Fréchet distance, Dynamic time warping",https://link.springer.com//article/10.1007/s11634-006-0004-6,1163
"Generalized mixture models, semi-supervised learning, and unknown class inference","In this paper, we discuss generalized mixture models and related semi-supervised learning methods, and show how they can be used to provide explicit methods for unknown class inference. After a brief description of standard mixture modeling and current model-based semi-supervised learning methods, we provide the generalization and discuss its computational implementation using three-stage expectation–maximization algorithm.","Mixture Model, Label Data, Unlabeled Sample, Automatic Target Recognition, Unknown Class",https://link.springer.com//article/10.1007/s11634-006-0001-9,1163
Mixture-model-based signal denoising,This paper proposes a new signal denoising methodology for dealing with asymmetrical noises. The adopted strategy is based on a regression model where the noise is supposed to be additive and distributed following a mixture of Gaussian densities. The parameters estimation is performed using a Generalized EM (GEM) algorithm. Experimental studies on simulated and real signals in the context of a diagnosis application in the railway domain reveal that the proposed approach performs better than the least-squares and wavelets methods.,"Denoising, Asymmetrical noise, Regression, Gaussian mixture model, EM Algorithm, GEM algorithm",https://link.springer.com//article/10.1007/s11634-006-0002-8,1163
